SL. For reference,Year,Season,Nest Code,Well Code,Depth and Color (to be used in plot and analysis),COLOR assigned (FOUR Color) FINAL 2013,Lat,Lon,Temp,WD,EC,pH,As,Mn,Fe,Ca,Q1,Q2,Q3,Q4,Q5,Q9,GWQI,GWQC
289,2010,1,N15,P3,Shallow - OffWhite,OFF-WHITE,23.39377,90.60574,27.2,86.8902439,890,6.3,6.8499,4.1624,5.0186,116.9379,222.5,-140,68.49863,1040.611,1672.867333,58.46895,1344.51,Not Sustainable
291,2011,1,N15,P3,Shallow - OffWhite,OFF-WHITE,23.39377,90.60574,26.6,86.8902439,1122,6.6,7.5256,2.5303,9.1413,113.461,280.5,-80,75.2556,632.58675,3047.103,56.7305,1932.17,Not Sustainable
293,2010,1,N15,P5,Shallow - Black,BLACK,23.39377,90.60574,27.2,235.0609756,993,6.6,5.6,0.078,1.4509,73.9385,248.25,-80,56,19.50556,483.6186667,36.969235,272.72,Not Sustainable
295,2011,1,N15,P5,Shallow - Black,BLACK,23.39377,90.60574,27.4,235.0609756,1103,6.4,5.6,0.0697,1.2298,74.6215,275.75,-120,56,17.4290725,409.9386667,37.31075,230.57,Not Sustainable
297,2011,1,N15,P6  (SASMIT 48),Intermediate,WHITE,23.39349,90.60447,26.6,112.804878,1094,6.7,6.2203,1.437,3.8225,108.666,273.5,-60,62.2028,359.251,1274.168667,54.333,846.95,Not Sustainable
299,2010,1,N16,P1,Shallow - Black,BLACK,23.3201,90.7378,26.3,16.76829268,837,7,656.087,0.8064,10.0747,162.2034,209.25,0,6560.87,201.6001,3358.243333,81.1017,2034.05,Not Sustainable
301,2011,1,N16,P1,Shallow - Black,BLACK,23.3201,90.7378,26.3,16.76829268,1139,7.1,647.4227,0.7866,10.2342,184.084,284.75,20,6474.227333,196.661725,3411.396667,92.042,2060.24,Not Sustainable
303,2010,1,N16,P2,Shallow - Black,BLACK,23.3201,90.7378,26.5,30.48780488,1560,6.9,136.9622,0.1285,8.6148,59.8013,390,-20,1369.622,32.1194,2871.616333,29.90063,1611.38,Not Sustainable
305,2010,1,N16,P3,Shallow - Red,RED,23.3201,90.7378,26.5,49.69512195,2056,7.3,5.6,0.6525,0.6428,14.161,514,60,56,163.127475,214.2562,7.080515,187.17,Not Sustainable
307,2011,1,N16,P3,Shallow - Red,RED,23.3201,90.7378,27.1,49.69512195,1333,6.8,6.5294,0.5951,0.4699,12.9402,333.25,-40,65.29445,148.7844,156.6441667,6.4701,147.54,Not Sustainable
309,2010,1,N16,P4,Shallow - Black,BLACK,23.3201,90.7378,26.5,84.14634146,695,7.1,549.9448,0.9007,12.0768,127.3185,173.75,20,5499.448,225.166875,4025.596667,63.65925,2392.91,Not Sustainable
311,2010,1,N16,P5,Deep,BLACK,23.3201,90.7378,26.6,236.5853659,2070,6.6,5.6,0.3721,7.9155,203.5015,517.5,-80,56,93.015025,2638.515333,101.75075,1485.69,Not Sustainable
313,2011,1,N16,P5,Deep,BLACK,23.3201,90.7378,26.9,236.5853659,1324,7,6.8253,0.3493,7.9907,235.967,331,0,68.25298,87.31655,2663.575333,117.9835,1498.99,Not Sustainable
315,2011,1,N16,P6  (SASMIT 45),Intermediate,WHITE,23.30284,90.73841,27.2,105.1829268,1023,6.6,17.2569,1.3194,0.5588,26.2675,255.75,-80,172.5686,329.848,186.2603333,13.13375,239.17,Not Sustainable
317,2010,1,N17,P1,Shallow - Black,BLACK,23.33148,90.80419,26.3,18.90243902,536,7.3,339.4493,0.2998,1.3382,41.7382,134,60,3394.493,74.954425,446.065,20.86911,332.91,Not Sustainable
319,2010,1,N17,P2,Shallow - Black,BLACK,23.33148,90.80419,26.3,33.53658537,1003,7.3,327.8011,0.0781,2.0063,25.8463,250.75,60,3278.0105,19.522675,668.769,12.92316,430.43,Not Sustainable
321,2011,1,N17,P2,Shallow - Black,BLACK,23.33148,90.80419,26.1,33.53658537,1241,6.9,358.5911,0.0417,1.5126,25.8013,310.25,-20,3585.911,10.4138525,504.201,12.90065,339.71,Not Sustainable
323,2010,1,N17,P3,Shallow.- White,WHITE,23.33148,90.80419,26.5,57.92682927,1808,7.2,38.0151,0.0515,1.7581,55.6396,452,40,380.1514,12.865175,586.0166667,27.819775,334.23,Not Sustainable
325,2010,1,N17,P5,Deep,WHITE,23.33148,90.80419,26.4,230.4878049,1213,6.5,5.6,0.1492,3.5379,67.3452,303.25,-100,56,37.301625,1179.295667,33.672585,661.4,Not Sustainable
327,2011,1,N17,P5,Deep,WHITE,23.33148,90.80419,26.3,230.4878049,1311,6.6,5.6,0.1619,3.8176,69.8129,327.75,-80,56,40.484375,1272.549333,34.90645,714.33,Not Sustainable
329,2011,1,N17,P6,Intermediate,WHITE,23.33148,90.80419,26.6,109.7560976,1290,6.5,5.6,0.1027,3.7669,49.7834,322.5,-100,56,25.668025,1255.621,24.8917,698.49,Not Sustainable
